SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SUB_POPULATION,GRADE,FSA_SKILL_CODE,NUMBER_EXPECTED_WRITERS,NUMBER_WRITERS,NUMBER_UNKNOWN,NUMBER_EMERGING,NUMBER_ONTRACK,NUMBER_EXTENDING,SCORE
2017,District Level,BC Public School,67,Okanagan Skaha,Non Indigenous,7,Writing,355,334,10,10,310,10,2.0359
2017,District Level,BC Public School,67,Okanagan Skaha,Diverse Abilities,7,Writing,47,39,5,5,31,5,1.7949
2017,District Level,BC Public School,67,Okanagan Skaha,Non Diverse Abilities,7,Writing,391,373,10,10,349,10,2.0402
2017,District Level,BC Public School,68,Nanaimo-Ladysmith,All Students,7,Writing,1048,550,498,10,467,10,2.3091
2017,District Level,BC Public School,68,Nanaimo-Ladysmith,Indigenous,7,Writing,217,122,95,10,97,10,2.0574
2017,District Level,BC Public School,68,Nanaimo-Ladysmith,Non Indigenous,7,Writing,831,428,403,10,370,10,2.3808
2017,District Level,BC Public School,68,Nanaimo-Ladysmith,Diverse Abilities,7,Writing,108,26,82,10,18,10,1.7692
2017,District Level,BC Public School,68,Nanaimo-Ladysmith,Non Diverse Abilities,7,Writing,940,524,416,10,449,10,2.3359
2017,District Level,BC Public School,69,Qualicum,All Students,7,Writing,323,269,54,10,252,10,2.513
2017,District Level,BC Public School,69,Qualicum,Indigenous,7,Writing,43,37,5,5,34,5,2.5135
2017,District Level,BC Public School,69,Qualicum,Non Indigenous,7,Writing,280,232,10,10,218,10,2.5129
2017,District Level,BC Public School,69,Qualicum,Diverse Abilities,7,Writing,45,25,20,5,21,5,2.2
2017,District Level,BC Public School,69,Qualicum,Non Diverse Abilities,7,Writing,278,244,34,10,231,10,2.5451
2017,District Level,BC Public School,70,Pacific Rim,All Students,7,Writing,275,251,10,10,205,10,2.1992
2017,District Level,BC Public School,70,Pacific Rim,Indigenous,7,Writing,89,76,10,10,56,10,2.0658
2017,District Level,BC Public School,70,Pacific Rim,Non Indigenous,7,Writing,186,175,10,10,149,10,2.2571
2017,District Level,BC Public School,70,Pacific Rim,Diverse Abilities,7,Writing,43,36,5,5,21,5,1.9167
2017,District Level,BC Public School,70,Pacific Rim,Non Diverse Abilities,7,Writing,232,215,10,10,184,10,2.2465
2017,District Level,BC Public School,71,Comox Valley,All Students,7,Writing,610,473,137,50,400,23,2.26
2017,District Level,BC Public School,71,Comox Valley,Indigenous,7,Writing,113,84,29,10,75,10,2.1667
2017,District Level,BC Public School,71,Comox Valley,Non Indigenous,7,Writing,497,389,108,10,325,10,2.2802
2017,District Level,BC Public School,71,Comox Valley,Diverse Abilities,7,Writing,97,60,37,10,47,10,2.0167
2017,District Level,BC Public School,71,Comox Valley,Non Diverse Abilities,7,Writing,513,413,100,10,353,10,2.2954
2017,District Level,BC Public School,72,Campbell River,All Students,7,Writing,363,214,149,10,179,10,2.028
2017,District Level,BC Public School,72,Campbell River,Indigenous,7,Writing,106,52,54,10,43,10,1.9808
2017,District Level,BC Public School,72,Campbell River,Non Indigenous,7,Writing,257,162,95,10,136,10,2.0432
2017,District Level,BC Public School,72,Campbell River,Diverse Abilities,7,Writing,58,18,40,10,12,10,1.6111
2017,District Level,BC Public School,72,Campbell River,Non Diverse Abilities,7,Writing,305,196,109,10,167,10,2.0663
2017,District Level,BC Public School,73,Kamloops-Thompson,All Students,7,Writing,1055,941,114,10,886,10,2.0988
2017,District Level,BC Public School,73,Kamloops-Thompson,Indigenous,7,Writing,215,183,32,10,164,10,2.0055
2017,District Level,BC Public School,73,Kamloops-Thompson,Non Indigenous,7,Writing,840,758,82,10,722,10,2.1214
2017,District Level,BC Public School,73,Kamloops-Thompson,Diverse Abilities,7,Writing,122,76,46,10,66,10,1.9737
2017,District Level,BC Public School,73,Kamloops-Thompson,Non Diverse Abilities,7,Writing,933,865,68,10,820,10,2.1098
2017,District Level,BC Public School,74,Gold Trail,All Students,7,Writing,106,94,10,10,75,10,2.1064
2017,District Level,BC Public School,74,Gold Trail,Indigenous,7,Writing,72,64,10,10,48,10,2.0313
2017,District Level,BC Public School,74,Gold Trail,Non Indigenous,7,Writing,34,30,5,5,27,5,2.2667
2017,District Level,BC Public School,75,Mission,All Students,7,Writing,432,327,105,10,245,10,1.9878
2017,District Level,BC Public School,75,Mission,Indigenous,7,Writing,103,68,35,10,45,10,1.8088
2017,District Level,BC Public School,75,Mission,Non Indigenous,7,Writing,329,259,70,10,200,10,2.0347
2017,District Level,BC Public School,75,Mission,Diverse Abilities,7,Writing,51,25,26,10,14,10,1.64
2017,District Level,BC Public School,75,Mission,Non Diverse Abilities,7,Writing,381,302,79,10,231,10,2.0166
2017,District Level,BC Public School,78,Fraser-Cascade,All Students,7,Writing,140,88,52,10,57,10,1.6591
2017,District Level,BC Public School,78,Fraser-Cascade,Indigenous,7,Writing,57,38,19,10,21,10,1.5526
2017,District Level,BC Public School,78,Fraser-Cascade,Non Indigenous,7,Writing,83,50,33,10,36,10,1.74
2017,District Level,BC Public School,78,Fraser-Cascade,Diverse Abilities,7,Writing,23,5,15,5,5,5,1.5
2017,District Level,BC Public School,78,Fraser-Cascade,Non Diverse Abilities,7,Writing,117,10,37,10,10,10,1.675
2017,District Level,BC Public School,79,Cowichan Valley,All Students,7,Writing,559,283,276,10,247,10,2.3958
2017,District Level,BC Public School,79,Cowichan Valley,Indigenous,7,Writing,121,52,69,10,46,10,2.2115
2017,District Level,BC Public School,79,Cowichan Valley,Non Indigenous,7,Writing,438,231,207,10,201,10,2.4372
2017,District Level,BC Public School,79,Cowichan Valley,Diverse Abilities,7,Writing,88,31,57,10,26,10,2.1935
2017,District Level,BC Public School,79,Cowichan Valley,Non Diverse Abilities,7,Writing,471,252,219,10,221,10,2.4206
2017,District Level,BC Public School,81,Fort Nelson,All Students,7,Writing,56,10,10,10,10,10,2.4792
2017,District Level,BC Public School,81,Fort Nelson,Indigenous,7,Writing,25,5,5,5,5,5,2.3478
2017,District Level,BC Public School,81,Fort Nelson,Non Indigenous,7,Writing,31,5,5,5,5,5,2.6
2017,District Level,BC Public School,82,Coast Mountains,All Students,7,Writing,342,185,157,10,150,10,2.173
2017,District Level,BC Public School,82,Coast Mountains,Indigenous,7,Writing,167,91,76,10,72,10,2.0769
2017,District Level,BC Public School,82,Coast Mountains,Non Indigenous,7,Writing,175,94,81,10,78,10,2.266
2017,District Level,BC Public School,82,Coast Mountains,Diverse Abilities,7,Writing,62,25,37,10,19,10,1.8
2017,District Level,BC Public School,82,Coast Mountains,Non Diverse Abilities,7,Writing,280,160,120,10,131,10,2.2313
2017,District Level,BC Public School,83,North Okanagan-Shuswap,All Students,7,Writing,485,408,77,96,301,11,1.9632
2017,District Level,BC Public School,83,North Okanagan-Shuswap,Indigenous,7,Writing,121,94,27,10,65,10,1.8723
2017,District Level,BC Public School,83,North Okanagan-Shuswap,Non Indigenous,7,Writing,364,314,10,10,236,10,1.9904
2017,District Level,BC Public School,83,North Okanagan-Shuswap,Diverse Abilities,7,Writing,108,59,49,10,40,10,1.8136
2017,District Level,BC Public School,83,North Okanagan-Shuswap,Non Diverse Abilities,7,Writing,377,349,10,10,261,10,1.9885
2017,District Level,BC Public School,84,Vancouver Island West,All Students,7,Writing,25,5,5,5,12,5,1.7647
2017,District Level,BC Public School,84,Vancouver Island West,Indigenous,7,Writing,15,5,5,5,5,5,1.5
2017,District Level,BC Public School,84,Vancouver Island West,Non Indigenous,7,Writing,10,5,5,5,5,5,2.1429
2017,District Level,BC Public School,85,Vancouver Island North,All Students,7,Writing,101,88,10,10,70,10,2.2614
2017,District Level,BC Public School,85,Vancouver Island North,Indigenous,7,Writing,47,38,5,5,28,5,1.9737
2017,District Level,BC Public School,85,Vancouver Island North,Non Indigenous,7,Writing,54,50,10,10,42,10,2.48
2017,District Level,BC Public School,85,Vancouver Island North,Diverse Abilities,7,Writing,28,21,5,5,14,5,2
2017,District Level,BC Public School,85,Vancouver Island North,Non Diverse Abilities,7,Writing,73,67,10,10,56,10,2.3433
2017,District Level,BC Public School,87,Stikine,All Students,7,Writing,11,5,5,5,5,5,1.2
2017,District Level,BC Public School,91,Nechako Lakes,All Students,7,Writing,279,197,82,10,161,10,2.0355
2017,District Level,BC Public School,91,Nechako Lakes,Indigenous,7,Writing,99,62,37,10,44,10,1.7903
2017,District Level,BC Public School,91,Nechako Lakes,Non Indigenous,7,Writing,180,135,45,10,117,10,2.1481
2017,District Level,BC Public School,91,Nechako Lakes,Diverse Abilities,7,Writing,64,26,38,10,18,10,1.7308
2017,District Level,BC Public School,91,Nechako Lakes,Non Diverse Abilities,7,Writing,215,171,44,10,143,10,2.0819
2017,District Level,BC Public School,92,Nisga'a,All Students,7,Writing,35,29,5,5,14,5,1.5862
2017,District Level,BC Public School,93,Conseil scolaire francophone,All Students,7,Writing,442,295,147,10,193,10,2.9559
2017,District Level,BC Public School,93,Conseil scolaire francophone,Indigenous,7,Writing,55,31,24,10,24,10,2.5806
2017,District Level,BC Public School,93,Conseil scolaire francophone,Non Indigenous,7,Writing,387,264,123,10,169,10,3
2017,District Level,BC Public School,93,Conseil scolaire francophone,Diverse Abilities,7,Writing,56,21,35,10,17,10,2.4286
2017,District Level,BC Public School,93,Conseil scolaire francophone,Non Diverse Abilities,7,Writing,386,274,112,10,176,10,2.9964
2018,Province Level,Province-Total,0,Unknown,All Students,4,Numeracy,49153,36763,12390,11113,22291,3359,483.4754
2018,Province Level,Province-Total,0,Unknown,Indigenous,4,Numeracy,6390,4695,1695,2402,2170,123,426.7583
2018,Province Level,Province-Total,0,Unknown,Non Indigenous,4,Numeracy,42763,32068,10695,8711,20121,3236,491.7793
2018,Province Level,Province-Total,0,Unknown,Diverse Abilities,4,Numeracy,5174,2508,2666,1180,1119,209,446.1431
2018,Province Level,Province-Total,0,Unknown,Non Diverse Abilities,4,Numeracy,43979,34255,9724,9933,21172,3150,486.2087
2018,Province Level,BC Public School,0,Unknown,All Students,4,Numeracy,42070,30294,11776,10112,18335,1847,470.9677
2018,Province Level,BC Public School,0,Unknown,Indigenous,4,Numeracy,5789,4213,1576,2153,1960,100,426.5445
2018,Province Level,BC Public School,0,Unknown,Non Indigenous,4,Numeracy,36281,26081,10200,7959,16375,1747,478.1436
2018,Province Level,BC Public School,0,Unknown,Diverse Abilities,4,Numeracy,4521,2111,2410,1053,906,152,438.1198
2018,Province Level,BC Public School,0,Unknown,Non Diverse Abilities,4,Numeracy,37549,28183,9366,9059,17429,1695,473.4281
2018,Province Level,BC Independent School,0,Unknown,All Students,4,Numeracy,7083,6469,614,1001,3956,1512,542.0484
2018,Province Level,BC Independent School,0,Unknown,Indigenous,4,Numeracy,601,482,119,249,210,23,428.6266
2018,Province Level,BC Independent School,0,Unknown,Non Indigenous,4,Numeracy,6482,5987,495,752,3746,1489,551.1797
2018,Province Level,BC Independent School,0,Unknown,Diverse Abilities,4,Numeracy,653,397,256,127,213,57,488.806
2018,Province Level,BC Independent School,0,Unknown,Non Diverse Abilities,4,Numeracy,6430,6072,358,874,3743,1455,545.5295
2018,District Level,BC Public School,5,Southeast Kootenay,All Students,4,Numeracy,445,388,57,147,227,14,455.9356
2018,District Level,BC Public School,5,Southeast Kootenay,Indigenous,4,Numeracy,85,76,10,43,10,10,426.3158
2018,District Level,BC Public School,5,Southeast Kootenay,Non Indigenous,4,Numeracy,360,312,10,10,197,10,463.1506
2018,District Level,BC Public School,5,Southeast Kootenay,Diverse Abilities,4,Numeracy,59,35,24,19,10,10,430.1143
2018,District Level,BC Public School,5,Southeast Kootenay,Non Diverse Abilities,4,Numeracy,386,353,10,10,215,10,458.4958
2018,District Level,BC Public School,6,Rocky Mountain,All Students,4,Numeracy,281,272,10,10,167,10,466.0882
2018,District Level,BC Public School,6,Rocky Mountain,Indigenous,4,Numeracy,69,68,10,10,38,10,446.7794
2018,District Level,BC Public School,6,Rocky Mountain,Non Indigenous,4,Numeracy,212,204,10,10,129,10,472.5245
2018,District Level,BC Public School,6,Rocky Mountain,Diverse Abilities,4,Numeracy,21,17,5,10,5,5,423.7059
2018,District Level,BC Public School,6,Rocky Mountain,Non Diverse Abilities,4,Numeracy,260,255,10,81,10,10,468.9137
2018,District Level,BC Public School,8,Kootenay Lake,All Students,4,Numeracy,387,307,10,10,179,10,452.1466
2018,District Level,BC Public School,8,Kootenay Lake,Indigenous,4,Numeracy,98,81,10,10,40,10,436.2222
2018,District Level,BC Public School,8,Kootenay Lake,Non Indigenous,4,Numeracy,289,226,10,10,139,10,457.854
2018,District Level,BC Public School,8,Kootenay Lake,Diverse Abilities,4,Numeracy,36,20,16,15,5,5,351.7
2018,District Level,BC Public School,8,Kootenay Lake,Non Diverse Abilities,4,Numeracy,351,287,64,102,10,10,459.1463
2018,District Level,BC Public School,10,Arrow Lakes,All Students,4,Numeracy,36,28,5,5,20,5,475.6429
2018,District Level,BC Public School,19,Revelstoke,All Students,4,Numeracy,82,76,10,10,50,10,479.5395
2018,District Level,BC Public School,19,Revelstoke,Indigenous,4,Numeracy,11,5,5,5,5,5,488.5556
2018,District Level,BC Public School,19,Revelstoke,Non Indigenous,4,Numeracy,71,10,10,10,10,10,478.3284
2018,District Level,BC Public School,19,Revelstoke,Diverse Abilities,4,Numeracy,12,12,5,5,5,5,427.25
2018,District Level,BC Public School,19,Revelstoke,Non Diverse Abilities,4,Numeracy,70,64,10,10,10,10,489.3438
2018,District Level,BC Public School,20,Kootenay-Columbia,All Students,4,Numeracy,281,136,145,10,79,10,468.5515
2018,District Level,BC Public School,20,Kootenay-Columbia,Indigenous,4,Numeracy,59,24,35,12,10,10,434.5417
2018,District Level,BC Public School,20,Kootenay-Columbia,Non Indigenous,4,Numeracy,222,112,110,10,69,10,475.8393
2018,District Level,BC Public School,20,Kootenay-Columbia,Diverse Abilities,4,Numeracy,25,5,21,5,5,5,473.5
2018,District Level,BC Public School,20,Kootenay-Columbia,Non Diverse Abilities,4,Numeracy,256,10,124,10,10,10,468.4015
2018,District Level,BC Public School,22,Vernon,All Students,4,Numeracy,694,598,10,10,392,10,463.5502
2018,District Level,BC Public School,22,Vernon,Indigenous,4,Numeracy,120,104,10,10,56,10,427.6538
2018,District Level,BC Public School,22,Vernon,Non Indigenous,4,Numeracy,574,494,10,10,336,10,471.1073
2018,District Level,BC Public School,22,Vernon,Diverse Abilities,4,Numeracy,55,22,33,13,10,10,393.0909
2018,District Level,BC Public School,22,Vernon,Non Diverse Abilities,4,Numeracy,639,576,63,175,10,10,466.2413
2018,District Level,BC Public School,23,Central Okanagan,All Students,4,Numeracy,1794,1350,444,388,900,62,480.9785
2018,District Level,BC Public School,23,Central Okanagan,Indigenous,4,Numeracy,294,213,10,10,126,10,455.1784
2018,District Level,BC Public School,23,Central Okanagan,Non Indigenous,4,Numeracy,1500,1137,363,10,774,10,485.8118
2018,District Level,BC Public School,23,Central Okanagan,Diverse Abilities,4,Numeracy,225,103,122,52,10,10,448.8641
2018,District Level,BC Public School,23,Central Okanagan,Non Diverse Abilities,4,Numeracy,1569,1247,10,10,856,10,483.6311
2018,District Level,BC Public School,27,Cariboo-Chilcotin,All Students,4,Numeracy,364,336,10,10,179,10,439.7649
2018,District Level,BC Public School,27,Cariboo-Chilcotin,Indigenous,4,Numeracy,116,108,10,57,10,10,422.7222
2018,District Level,BC Public School,27,Cariboo-Chilcotin,Non Indigenous,4,Numeracy,248,228,10,10,129,10,447.8377
2018,District Level,BC Public School,27,Cariboo-Chilcotin,Diverse Abilities,4,Numeracy,26,17,5,11,5,5,387.4118
2018,District Level,BC Public School,27,Cariboo-Chilcotin,Non Diverse Abilities,4,Numeracy,338,319,10,140,10,10,442.5549
2018,District Level,BC Public School,28,Quesnel,All Students,4,Numeracy,253,151,102,99,10,10,368.5232
2018,District Level,BC Public School,28,Quesnel,Indigenous,4,Numeracy,87,47,40,36,10,10,347.234
2018,District Level,BC Public School,28,Quesnel,Non Indigenous,4,Numeracy,166,104,62,63,10,10,378.1442
2018,District Level,BC Public School,28,Quesnel,Diverse Abilities,4,Numeracy,26,5,23,5,5,5,309
2018,District Level,BC Public School,28,Quesnel,Non Diverse Abilities,4,Numeracy,227,10,79,10,10,10,369.7297
2018,District Level,BC Public School,33,Chilliwack,All Students,4,Numeracy,1106,997,10,10,591,10,470.3641
2018,District Level,BC Public School,33,Chilliwack,Indigenous,4,Numeracy,204,179,10,95,10,10,434.8547
2018,District Level,BC Public School,33,Chilliwack,Non Indigenous,4,Numeracy,902,818,10,10,511,10,478.1345
2018,District Level,BC Public School,33,Chilliwack,Diverse Abilities,4,Numeracy,129,80,49,44,10,10,423.9875
2018,District Level,BC Public School,33,Chilliwack,Non Diverse Abilities,4,Numeracy,977,917,10,10,555,10,474.41
2018,District Level,BC Public School,34,Abbotsford,All Students,4,Numeracy,1514,1425,89,477,890,58,469.2891
2018,District Level,BC Public School,34,Abbotsford,Indigenous,4,Numeracy,210,197,10,10,99,10,435.8173
2018,District Level,BC Public School,34,Abbotsford,Non Indigenous,4,Numeracy,1304,1228,10,10,791,10,474.6588
2018,District Level,BC Public School,34,Abbotsford,Diverse Abilities,4,Numeracy,105,76,29,47,10,10,403.6053
2018,District Level,BC Public School,34,Abbotsford,Non Diverse Abilities,4,Numeracy,1409,1349,10,10,862,10,472.9896
2018,District Level,BC Public School,35,Langley,All Students,4,Numeracy,1652,1480,172,443,970,67,475.3338
2018,District Level,BC Public School,35,Langley,Indigenous,4,Numeracy,186,164,10,10,98,10,452.9146
2018,District Level,BC Public School,35,Langley,Non Indigenous,4,Numeracy,1466,1316,10,10,872,10,478.1277
2018,District Level,BC Public School,35,Langley,Diverse Abilities,4,Numeracy,214,117,97,10,10,10,424.4957
2018,District Level,BC Public School,35,Langley,Non Diverse Abilities,4,Numeracy,1438,1363,10,10,913,10,479.6977
2018,District Level,BC Public School,36,Surrey,All Students,4,Numeracy,5455,3425,2030,1384,1875,166,455.1107
2018,District Level,BC Public School,36,Surrey,Indigenous,4,Numeracy,311,159,152,90,10,10,416.5786
2018,District Level,BC Public School,36,Surrey,Non Indigenous,4,Numeracy,5144,3266,1878,10,1808,10,456.9865
2018,District Level,BC Public School,36,Surrey,Diverse Abilities,4,Numeracy,569,210,359,115,10,10,421.8857
2018,District Level,BC Public School,36,Surrey,Non Diverse Abilities,4,Numeracy,4886,3215,1671,10,1786,10,457.2809
2018,District Level,BC Public School,37,Delta,All Students,4,Numeracy,1104,890,214,286,559,45,472.2382
2018,District Level,BC Public School,37,Delta,Indigenous,4,Numeracy,56,38,18,10,22,10,444.1053
2018,District Level,BC Public School,37,Delta,Non Indigenous,4,Numeracy,1048,852,10,10,537,10,473.493
2018,District Level,BC Public School,37,Delta,Diverse Abilities,4,Numeracy,127,63,64,40,10,10,407.1587
2018,District Level,BC Public School,37,Delta,Non Diverse Abilities,4,Numeracy,977,827,10,10,537,10,477.1959
2018,District Level,BC Public School,38,Richmond,All Students,4,Numeracy,1421,833,588,10,537,10,534.9592
2018,District Level,BC Public School,38,Richmond,Indigenous,4,Numeracy,19,5,12,5,5,5,439.2857
2018,District Level,BC Public School,38,Richmond,Non Indigenous,4,Numeracy,1402,10,576,10,10,10,535.77
2018,District Level,BC Public School,38,Richmond,Diverse Abilities,4,Numeracy,106,27,79,11,10,10,504.8519
2018,District Level,BC Public School,38,Richmond,Non Diverse Abilities,4,Numeracy,1315,806,509,123,10,10,535.9677
2018,District Level,BC Public School,39,Vancouver,All Students,4,Numeracy,3644,1944,1700,466,1279,199,498.1353
2018,District Level,BC Public School,39,Vancouver,Indigenous,4,Numeracy,181,57,124,30,10,10,423.0702
2018,District Level,BC Public School,39,Vancouver,Non Indigenous,4,Numeracy,3463,1887,1576,10,1254,10,500.4028
2018,District Level,BC Public School,39,Vancouver,Diverse Abilities,4,Numeracy,373,94,279,37,40,17,474.9894
2018,District Level,BC Public School,39,Vancouver,Non Diverse Abilities,4,Numeracy,3271,1850,1421,429,1239,182,499.3114
2018,District Level,BC Public School,40,New Westminster,All Students,4,Numeracy,560,367,193,10,257,10,505.4441
2018,District Level,BC Public School,40,New Westminster,Indigenous,4,Numeracy,32,22,10,5,14,5,481.1364
2018,District Level,BC Public School,40,New Westminster,Non Indigenous,4,Numeracy,528,345,183,10,243,10,506.9942
2018,District Level,BC Public School,40,New Westminster,Diverse Abilities,4,Numeracy,47,15,32,5,11,5,482.8
2018,District Level,BC Public School,40,New Westminster,Non Diverse Abilities,4,Numeracy,513,352,161,10,246,10,506.4091
2018,District Level,BC Public School,41,Burnaby,All Students,4,Numeracy,1767,1127,640,197,780,150,513.9299
2018,District Level,BC Public School,41,Burnaby,Indigenous,4,Numeracy,66,35,31,10,20,10,441.4
2018,District Level,BC Public School,41,Burnaby,Non Indigenous,4,Numeracy,1701,1092,609,10,760,10,516.2546
2018,District Level,BC Public School,41,Burnaby,Diverse Abilities,4,Numeracy,172,45,127,10,24,10,483.9778
2018,District Level,BC Public School,41,Burnaby,Non Diverse Abilities,4,Numeracy,1595,1082,513,10,756,10,515.1756
2018,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,All Students,4,Numeracy,1111,330,781,120,198,12,452.3909
2018,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,Indigenous,4,Numeracy,121,35,86,10,19,10,454.5429
2018,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,Non Indigenous,4,Numeracy,990,295,695,10,179,10,452.1356
2018,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,Diverse Abilities,4,Numeracy,137,26,111,14,10,10,414.2308
2018,District Level,BC Public School,42,Maple Ridge-Pitt Meadows,Non Diverse Abilities,4,Numeracy,974,304,670,10,187,10,455.6546
2018,District Level,BC Public School,43,Coquitlam,All Students,4,Numeracy,2383,1791,592,571,1112,108,474.5483
2018,District Level,BC Public School,43,Coquitlam,Indigenous,4,Numeracy,132,80,52,10,39,10,460.9875
2018,District Level,BC Public School,43,Coquitlam,Non Indigenous,4,Numeracy,2251,1711,540,10,1073,10,475.1823
2018,District Level,BC Public School,43,Coquitlam,Diverse Abilities,4,Numeracy,374,230,144,38,131,61,544.5261
2018,District Level,BC Public School,43,Coquitlam,Non Diverse Abilities,4,Numeracy,2009,1561,448,533,981,47,464.2377
2018,District Level,BC Public School,44,North Vancouver,All Students,4,Numeracy,1140,991,10,10,668,10,488.0787
2018,District Level,BC Public School,44,North Vancouver,Indigenous,4,Numeracy,55,39,10,23,10,10,399.1795
2018,District Level,BC Public School,44,North Vancouver,Non Indigenous,4,Numeracy,1085,952,10,10,652,10,491.7206
2018,District Level,BC Public School,44,North Vancouver,Diverse Abilities,4,Numeracy,160,106,54,10,51,10,437.6604
2018,District Level,BC Public School,44,North Vancouver,Non Diverse Abilities,4,Numeracy,980,885,10,10,617,10,494.1175
2018,District Level,BC Public School,45,West Vancouver,All Students,4,Numeracy,535,466,69,10,280,10,575.9464
2018,District Level,BC Public School,45,West Vancouver,Indigenous,4,Numeracy,16,14,5,5,5,5,449.9286
2018,District Level,BC Public School,45,West Vancouver,Non Indigenous,4,Numeracy,519,452,10,10,10,10,579.8496
2018,District Level,BC Public School,45,West Vancouver,Diverse Abilities,4,Numeracy,38,25,13,5,15,5,469.12
2018,District Level,BC Public School,45,West Vancouver,Non Diverse Abilities,4,Numeracy,497,441,56,10,265,10,582.0023
2018,District Level,BC Public School,46,Sunshine Coast,All Students,4,Numeracy,273,226,47,69,144,13,473.0177
2018,District Level,BC Public School,46,Sunshine Coast,Indigenous,4,Numeracy,64,49,10,10,28,10,442.4694
2018,District Level,BC Public School,46,Sunshine Coast,Non Indigenous,4,Numeracy,209,177,10,10,116,10,481.4746
2018,District Level,BC Public School,46,Sunshine Coast,Diverse Abilities,4,Numeracy,52,32,20,19,10,10,412.9063
2018,District Level,BC Public School,46,Sunshine Coast,Non Diverse Abilities,4,Numeracy,221,194,10,10,133,10,482.933
2018,District Level,BC Public School,47,Powell River,All Students,4,Numeracy,164,127,10,64,10,10,423.3858
2018,District Level,BC Public School,47,Powell River,Indigenous,4,Numeracy,39,31,5,19,5,5,395
2018,District Level,BC Public School,47,Powell River,Non Indigenous,4,Numeracy,125,96,10,10,47,10,432.5521
2018,District Level,BC Public School,47,Powell River,Diverse Abilities,4,Numeracy,29,14,15,11,5,5,349.5
2018,District Level,BC Public School,47,Powell River,Non Diverse Abilities,4,Numeracy,135,113,22,53,10,10,432.5398
2018,District Level,BC Public School,48,Sea to Sky,All Students,4,Numeracy,398,358,40,129,217,12,460.986
2018,District Level,BC Public School,48,Sea to Sky,Indigenous,4,Numeracy,50,45,10,10,10,10,434.5778
2018,District Level,BC Public School,48,Sea to Sky,Non Indigenous,4,Numeracy,348,313,10,10,195,10,464.7827
2018,District Level,BC Public School,48,Sea to Sky,Diverse Abilities,4,Numeracy,25,13,12,5,5,5,464.4615
2018,District Level,BC Public School,48,Sea to Sky,Non Diverse Abilities,4,Numeracy,373,345,28,10,10,10,460.8551
2018,District Level,BC Public School,49,Central Coast,All Students,4,Numeracy,21,5,5,5,5,5,350.0714
2018,District Level,BC Public School,50,Haida Gwaii,All Students,4,Numeracy,31,26,5,5,15,5,448.5769
2018,District Level,BC Public School,50,Haida Gwaii,Indigenous,4,Numeracy,11,5,5,5,5,5,398.2222
2018,District Level,BC Public School,50,Haida Gwaii,Non Indigenous,4,Numeracy,20,5,5,5,5,5,475.2353
2018,District Level,BC Public School,51,Boundary,All Students,4,Numeracy,89,66,23,10,46,10,487.2879
2018,District Level,BC Public School,51,Boundary,Indigenous,4,Numeracy,33,26,5,5,15,5,475.6154
2018,District Level,BC Public School,51,Boundary,Non Indigenous,4,Numeracy,56,40,10,10,31,10,494.875
2018,District Level,BC Public School,51,Boundary,Diverse Abilities,4,Numeracy,12,5,5,5,5,5,469.125
2018,District Level,BC Public School,51,Boundary,Non Diverse Abilities,4,Numeracy,77,10,10,10,10,10,489.7931
2018,District Level,BC Public School,52,Prince Rupert,All Students,4,Numeracy,145,131,10,69,10,10,423.8244
2018,District Level,BC Public School,52,Prince Rupert,Indigenous,4,Numeracy,104,92,10,10,30,10,402.1413
2018,District Level,BC Public School,52,Prince Rupert,Non Indigenous,4,Numeracy,41,39,5,5,29,5,474.9744
2018,District Level,BC Public School,52,Prince Rupert,Diverse Abilities,4,Numeracy,17,5,5,5,5,5,389.1667
2018,District Level,BC Public School,52,Prince Rupert,Non Diverse Abilities,4,Numeracy,128,10,10,10,10,10,425.488
2018,District Level,BC Public School,53,Okanagan Similkameen,All Students,4,Numeracy,151,138,10,10,85,10,460.1377
2018,District Level,BC Public School,53,Okanagan Similkameen,Indigenous,4,Numeracy,40,37,5,5,19,5,425.973
2018,District Level,BC Public School,53,Okanagan Similkameen,Non Indigenous,4,Numeracy,111,101,10,10,66,10,472.6535
2018,District Level,BC Public School,53,Okanagan Similkameen,Diverse Abilities,4,Numeracy,16,5,5,5,5,5,501.375
2018,District Level,BC Public School,53,Okanagan Similkameen,Non Diverse Abilities,4,Numeracy,135,10,10,10,10,10,457.6
2018,District Level,BC Public School,54,Bulkley Valley,All Students,4,Numeracy,158,146,10,10,10,10,440.6027
2018,District Level,BC Public School,54,Bulkley Valley,Indigenous,4,Numeracy,44,40,5,31,5,5,377.8
2018,District Level,BC Public School,54,Bulkley Valley,Non Indigenous,4,Numeracy,114,106,10,38,10,10,464.3019
2018,District Level,BC Public School,54,Bulkley Valley,Diverse Abilities,4,Numeracy,15,5,5,5,5,5,417.7143
2018,District Level,BC Public School,54,Bulkley Valley,Non Diverse Abilities,4,Numeracy,143,10,10,10,10,10,441.7554
2018,District Level,BC Public School,57,Prince George,All Students,4,Numeracy,1061,970,91,465,478,27,431.2619
